    365.0920105   1.8263847e-23
    377.1280212   2.0837202e-23
    385.1520081   2.2253492e-23
    393.1759949   1.2256081e-22
    401.2000122   3.3829256e-22
    409.2239990   3.6703555e-22
    417.2480164   3.4856777e-22
    425.2720032   3.5430775e-22
    433.2960205   3.6152733e-22
    441.3200073   4.1290292e-22
    457.3680115   4.2836162e-22
    473.4160156   4.1600455e-22
    485.4519958   5.2671781e-22
    501.5000000   5.4708117e-22
    509.5240173   5.5865312e-22
    513.5360107   5.6744625e-22
    525.5720215   5.4708117e-22
    529.5839844   5.6605988e-22
    537.6080322   5.4106452e-22
    549.6439819   6.0123535e-22
    561.6799927   6.0308661e-22
    573.7160034   7.6137871e-22
    589.7640381   9.4790344e-22
    605.8120117   8.4839438e-22
    621.8599854   9.5716106e-22
    637.9080200   9.6132766e-22
    649.9440308   9.6271767e-22
    665.9920044   9.6873179e-22
    682.0400391   9.6780899e-22
    694.0759888   7.9562875e-22
    710.1240234   9.7521171e-22
    722.1600342   9.7660041e-22
    730.1840210   9.7660041e-22
    746.2319946   9.7799103e-22
    766.2919922   9.7891494e-22
    778.3280029   9.8493078e-22
    794.3760376   9.8261928e-22
    810.4240112   9.8585692e-22
    822.4600220   9.8493078e-22
    842.5200195   9.5484774e-22
    866.5920410   9.8400555e-22
    882.6400146   9.8724774e-22
    894.6760254   9.7567438e-22
    910.7239990   9.9002220e-22
    922.7600098   1.2056678e-21
    938.8080444   1.7334832e-21
    962.8800049   1.7878305e-21
    986.9520264   1.5791755e-21
   1011.0240479   1.5469945e-21
   1031.0839844   1.3619596e-21
   1043.1199951   1.3933417e-21
   1059.1679688   1.6893279e-21
   1079.2280273   1.6609602e-21
   1099.2879639   1.6164287e-21
   1119.3480225   1.3395067e-21
   1139.4080811   1.5225072e-21
   1163.4799805   1.5026781e-21
   1187.5520020   1.3180318e-21
   1207.6120605   1.1582800e-21
   1235.6960449   1.1745804e-21
   1275.8160400   1.0689579e-21
   1315.9360352   1.0226497e-21
   1356.0560303   8.9639762e-22
   1396.1760254   7.8784001e-22
   1432.2840576   9.8927893e-22
   1468.3920898   1.4103772e-21
   1504.5000000   1.3030613e-21
   1544.6199951   9.6633951e-22
   1584.7399902   1.3445816e-21
   1624.8599854   1.5606770e-21
   1660.9680176   1.4642153e-21
   1693.0640869   1.2643437e-21
   1725.1600342   1.1509779e-21
   1769.2919922   1.2620859e-21
   1809.4119873   1.2176247e-21
   1845.5200195   1.0203483e-21
   1885.6400146   9.8881849e-22
   1925.7600098   1.0606852e-21
   1965.8800049   8.5686097e-22
   2006.0000000   1.0146729e-21
   2030.0720215   8.5250676e-22
   2054.1440430   1.3135820e-21
   2086.2399902   1.2124433e-21
   2126.3601074   1.0804318e-21
   2166.4799805   8.6028096e-22
   2206.6000977   8.1110320e-22
   2246.7199707   1.0405588e-21
   2286.8400879   1.1406769e-21
   2326.9599609   1.0937280e-21
   2367.0800781   1.0959205e-21
   2407.1999512   9.0801106e-22
   2447.3200684   8.7396751e-22
   2487.4399414   1.1060312e-21
   2527.5600586   1.0399695e-21
   2567.6801758   1.1516707e-21
   2607.8000488   1.1161663e-21
   2639.8959961   1.0329096e-21
   2667.9799805   1.1804241e-21
   2708.1000977   1.2666837e-21
   2748.2199707   1.1098849e-21
   2788.3400879   1.3284225e-21
   2828.4599609   1.1082971e-21
   2872.5920410   1.4854016e-21
   2912.7121582   1.5720205e-21
   2948.8200684   1.6517797e-21
   2988.9399414   1.6881042e-21
   3029.0600586   1.7834626e-21
   3069.1801758   1.7127255e-21
   3109.3000488   2.0596642e-21
   3149.4201660   2.0441372e-21
   3189.5400391   2.4017242e-21
   3229.6601562   2.7322052e-21
   3269.7800293   3.1089939e-21
   3309.9001465   3.6000625e-21
   3350.0200195   3.2797729e-21
   3390.1401367   4.6771405e-21
   3430.2600098   5.3500596e-21
   3470.3801270   6.5057682e-21
   3510.5000000   7.7201897e-21
   3550.6201172   9.2117773e-21
   3590.7399902   1.1085988e-20
   3630.8601074   1.3156894e-20
   3670.9799805   1.5597245e-20
   3711.1000977   5.2805423e-20
   3751.2199707   9.5615700e-20
   3791.3400879   1.3836459e-19
   3831.4599609   1.7854297e-19
   3871.5800781   1.9176005e-19
   3911.7001953   8.8062540e-20
   3951.8200684   1.7490991e-19
   3991.9401855   1.6975536e-19
   4032.0600586   2.1255352e-19
   4072.1801758   2.1802204e-19
   4112.3002930   1.5255393e-19
   4152.4199219   2.3632922e-19
   4192.5400391   3.2419085e-19
   4232.6601562   3.1234327e-19
   4272.7802734   2.6342417e-19
   4312.8999023   2.8955196e-19
   4353.0200195   2.5284055e-19
   4393.1401367   2.9594294e-19
   4433.2602539   2.8176786e-19
   4473.3798828   2.7386924e-19
   4513.5000000   2.4052812e-19
   4553.6201172   2.8528927e-19
   4593.7402344   2.6902095e-19
   4633.8598633   2.6984216e-19
   4673.9799805   2.6536099e-19
   4714.1000977   1.8083943e-19
   4754.2202148   2.5082430e-19
   4794.3403320   2.1142698e-19
   4834.4599609   1.7877521e-19
   4874.5800781   1.4408613e-19
   4914.7001953   3.1529543e-19
   4954.8203125   3.8495378e-19
   4994.9399414   3.9865636e-19
   5035.0600586   3.8767345e-19
   5075.1801758   3.7083187e-19
   5115.3002930   4.2676740e-19
   5155.4199219   4.3642644e-19
   5195.5400391   3.7399831e-19
   5235.6601562   3.7700137e-19
   5275.7802734   4.3244837e-19
   5315.8999023   4.1455462e-19
   5356.0200195   3.8801582e-19
   5396.1401367   4.2465281e-19
   5436.2602539   4.1479680e-19
   5476.3798828   3.8509582e-19
   5516.5000000   3.8721912e-19
   5556.6201172   3.8510089e-19
   5596.7402344   2.9839918e-19
   5636.8603516   2.9431368e-19
   5676.9799805   3.6250035e-19
   5717.1000977   3.5561260e-19
   5757.2202148   3.6769057e-19
   5785.3041992   3.7530314e-19
   5805.3642578   3.7601090e-19
   5837.4599609   3.6448946e-19
   5877.5800781   3.4500545e-19
   5917.7001953   3.4919137e-19
   5957.8203125   3.5330551e-19
   5997.9399414   3.5191024e-19
   6038.0600586   3.3379281e-19
   6066.1440430   3.0669394e-19
   6086.2041016   3.1885473e-19
   6118.3002930   3.1464113e-19
   6158.4199219   2.7251706e-19
   6198.5400391   2.5482260e-19
   6238.6601562   2.5141876e-19
   6278.7802734   2.7499012e-19
   6318.8999023   2.9084435e-19
   6359.0200195   2.9752503e-19
   6399.1401367   2.9862730e-19
   6439.2602539   2.9231829e-19
   6479.3803711   2.8884452e-19
   6519.5000000   2.8266400e-19
   6559.6201172   2.9624595e-19
   6599.7402344   2.9692847e-19
   6639.8603516   2.8868730e-19
   6679.9799805   2.9997465e-19
   6708.0639648   2.7751491e-19
   6728.1240234   3.0855158e-19
   6760.2202148   3.0808039e-19
   6800.3403320   2.9361520e-19
   6840.4599609   2.8537951e-19
   6880.5800781   2.6948567e-19
   6920.7001953   2.6515828e-19
   6960.8203125   2.7831068e-19
   7000.9399414   2.7277092e-19
   7041.0600586   2.7970515e-19
   7081.1801758   2.6792204e-19
   7121.3002930   2.6324374e-19
   7161.4199219   2.6916395e-19
   7201.5400391   2.7623932e-19
   7241.6601562   2.7675297e-19
   7281.7802734   2.5592172e-19
   7321.9003906   2.6121451e-19
   7362.0200195   2.5453627e-19
   7402.1401367   2.3715059e-19
   7442.2602539   2.3634062e-19
   7482.3803711   2.3972136e-19
   7522.5000000   2.5114617e-19
   7562.6201172   2.3070323e-19
   7602.7402344   2.2007595e-19
   7642.8603516   2.3377223e-19
   7682.9799805   2.2225167e-19
   7723.1000977   2.1381935e-19
   7763.2202148   2.2532002e-19
   7803.3403320   2.2885247e-19
   7843.4599609   2.1050415e-19
   7891.6040039   2.2660117e-19
   7927.7124023   2.3298095e-19
   7959.8081055   2.2049099e-19
   8003.9399414   2.1491049e-19
   8044.0600586   2.2170185e-19
   8084.1801758   2.1646972e-19
   8124.3002930   2.2388085e-19
   8164.4204102   2.0898515e-19
   8204.5400391   2.1275150e-19
   8244.6601562   1.9216725e-19
   8284.7802734   1.9929091e-19
   8320.8876953   2.1685507e-19
   8336.9365234   2.0245441e-19
   8365.0205078   2.0931953e-19
   8405.1406250   1.9887211e-19
   8445.2597656   2.0234596e-19
   8485.3798828   2.0388832e-19
   8525.5000000   2.0453405e-19
   8565.6201172   1.9739456e-19
   8605.7402344   1.9427173e-19
   8645.8603516   2.0018126e-19
   8685.9804688   1.9560902e-19
   8726.1005859   1.9464152e-19
   8766.2197266   1.8911383e-19
   8806.3398438   1.9451248e-19
   8846.4599609   1.9122349e-19
   8886.5800781   1.8563055e-19
   8926.7001953   1.8122504e-19
   8966.8203125   1.8465887e-19
   9006.9404297   1.8134127e-19
   9047.0605469   1.7617118e-19
   9087.1806641   1.7908247e-19
   9127.2998047   1.8013078e-19
   9167.4199219   1.8038571e-19
   9207.5400391   1.7074007e-19
   9247.6601562   1.7244773e-19
   9287.7802734   1.6747824e-19
   9327.9003906   1.4441935e-19
   9368.0205078   1.6079746e-19
   9408.1406250   1.5967852e-19
   9448.2597656   1.6180338e-19
   9488.3798828   1.5653861e-19
   9528.5000000   1.5572810e-19
   9568.6201172   1.5013654e-19
   9608.7402344   1.5411355e-19
   9648.8603516   1.4975327e-19
   9688.9804688   1.5020182e-19
   9729.1005859   1.5191876e-19
   9769.2197266   1.4685496e-19
   9809.3398438   1.5000472e-19
   9849.4599609   1.4789378e-19
   9889.5800781   1.4638167e-19
   9929.7001953   1.4307216e-19
   9969.8203125   1.4384838e-19
  10009.9404297   1.2604408e-19
  10050.0605469   1.4199422e-19
  10082.1562500   1.3423689e-19
  10102.2158203   1.3939110e-19
  10130.2998047   1.3625699e-19
  10170.4199219   1.3606682e-19
  10210.5400391   1.3279383e-19
  10250.6601562   1.3544378e-19
  10290.7802734   1.3389715e-19
  10330.9003906   1.3634439e-19
  10371.0205078   1.3495925e-19
  10411.1406250   1.3363807e-19
  10451.2597656   1.3112419e-19
  10491.3798828   1.2957395e-19
  10531.5000000   1.3020544e-19
  10571.6201172   1.3004600e-19
  10611.7402344   1.3217242e-19
  10651.8603516   1.3142688e-19
  10691.9804688   1.2604517e-19
  10732.1005859   1.2744345e-19
  10772.2207031   1.2669062e-19
  10812.3398438   1.2336924e-19
  10852.4599609   1.2314784e-19
  10892.5800781   1.2105651e-19
  10932.7001953   1.2083183e-19
  10972.8203125   1.2170099e-19
  11012.9404297   1.1614893e-19
  11053.0605469   1.1568515e-19
  11093.1806641   1.1604899e-19
  11133.2998047   1.1779641e-19
  11173.4199219   1.1616321e-19
  11213.5400391   1.0713219e-19
  11253.6601562   1.1021906e-19
  11293.7802734   1.1458083e-19
  11333.9003906   1.1369208e-19
  11374.0205078   1.0948622e-19
  11414.1406250   1.0885429e-19
  11454.2597656   1.0801803e-19
  11494.3798828   1.0930941e-19
  11534.5000000   1.0767701e-19
  11574.6201172   1.0729606e-19
  11614.7402344   1.0592002e-19
  11674.9199219   1.0659201e-19
  11755.1601562   1.0460573e-19
  11835.4003906   1.0249338e-19
  11915.6406250   1.0167786e-19
  11995.8798828   1.0022982e-19
  12076.1201172   9.8923551e-20
  12156.3603516   9.8104105e-20
  12236.6005859   9.6767730e-20
  12316.8398438   9.5402197e-20
  12397.0800781   9.3865690e-20
  12477.3203125   9.2618773e-20
  12557.5605469   9.0938789e-20
  12637.7998047   9.0030751e-20
  12718.0400391   8.8253418e-20
  12798.2802734   8.5929538e-20
  12878.5205078   8.5383690e-20
  12958.7607422   8.3853722e-20
  13039.0000000   8.3052533e-20
  13119.2402344   8.1819433e-20
  13199.4804688   8.0620570e-20
  13279.7207031   7.9513273e-20
  13359.9599609   7.7978142e-20
  13440.2001953   7.6433033e-20
