          20  0.100           64           19   8.9863311e+09      74.0681686
          50  0.120           80           44   8.8527493e+09      75.0560150
          10  0.070           64            1   1.0514395e+10      75.3419342
          50  0.100          101           31   1.0301672e+10      75.3972092
          20  0.080           80            9   1.0969921e+10      75.4123840
          10  0.060           64            1   9.9848489e+09      75.6272125
         100  0.110          127           42   1.0881089e+10      75.8312149
          20  0.070           80            9   1.0419559e+10      75.8543243
         200  0.120          127           54   9.8118031e+09      75.9960403
          20  0.120           50           32   7.3051781e+09      76.2177277
         100  0.100          127           39   1.0245386e+10      76.2455902
        1000  0.120          160           58   1.0153044e+10      76.2863770
         100  0.120          101           51   9.1256842e+09      76.3743210
         200  0.110          160           46   1.1374497e+10      76.3775558
        2000  0.120          160           59   9.9474903e+09      76.4519577
         500  0.120          160           55   1.0576593e+10      76.5284653
         200  0.100          160           43   1.0748040e+10      76.5555115
        2000  0.110          202           52   1.1119308e+10      76.5680923
        1000  0.110          202           51   1.1497123e+10      76.5793381
        5000  0.120          160           60   9.8786406e+09      76.5859146
        5000  0.110          202           53   1.1018474e+10      76.7220078
           0  0.120          160           60   9.7453240e+09      76.7797852
           0  0.110          202           53   1.0851784e+10      76.8717041
        5000  0.120          160           61   9.6995052e+09      76.8974228
          50  0.080          127           20   1.2294483e+10      76.9363861
        1000  0.120          202           59   1.0904356e+10      76.9509506
          20  0.110           64           20   9.5525714e+09      76.9829712
         500  0.120          202           62   1.0387356e+10      76.9988480
        1000  0.110          255           52   1.1902484e+10      77.0186234
          50  0.130           64           56   7.3650437e+09      77.0738907
         100  0.090          160           31   1.2454055e+10      77.0766602
        5000  0.110          202           54   1.0785146e+10      77.1046677
         500  0.130          127           64   9.3802066e+09      77.1065445
         500  0.110          160           52   1.0029654e+10      77.1406784
         500  0.100          202           45   1.1437474e+10      77.1533356
        1000  0.130          127           66   9.1334574e+09      77.2171631
        5000  0.100          255           46   1.2246190e+10      77.2697983
        2000  0.120          160           62   9.6319191e+09      77.2722931
          50  0.140           64           59   7.7832883e+09      77.2811356
        2000  0.100          255           45   1.2499401e+10      77.2830505
          50  0.070          127           19   1.1623202e+10      77.2914276
         500  0.130          160           69   9.5506156e+09      77.3196259
         500  0.110          255           55   1.1147555e+10      77.3254700
        2000  0.120          202           57   1.1172201e+10      77.3305817
         200  0.120          404           65   1.1362673e+10      77.3440323
           0  0.100          255           47   1.2042889e+10      77.3904266
          20  0.090           64           18   8.5390490e+09      77.3955841
        2000  0.130          127           67   8.9722143e+09      77.4022141
         100  0.080          160           29   1.1766049e+10      77.4126129
         200  0.120          508           64   1.1899708e+10      77.4394913
         200  0.090          202           36   1.2630880e+10      77.4442139
          20  0.130           50           34   7.6904806e+09      77.4588699
        2000  0.110          202           54   1.0589530e+10      77.4854355
        1000  0.130          160           66   9.9491656e+09      77.5066528
         500  0.110          202           48   1.2070299e+10      77.5425491
         200  0.120          640           64   1.2335560e+10      77.5636368
        5000  0.100          255           48   1.1951486e+10      77.5924072
         200  0.130          101           64   8.5228421e+09      77.5946426
        2000  0.110          255           51   1.2286978e+10      77.6028366
        5000  0.130          127           68   8.9246945e+09      77.6062927
        1000  0.100          321           47   1.3033503e+10      77.6372223
         500  0.110          321           53   1.2685498e+10      77.6478271
          20  0.140           40           49   6.2718792e+09      77.6703339
         200  0.120          806           63   1.2538019e+10      77.6995926
           0  0.130          127           68   8.8139991e+09      77.7139359
        5000  0.120          202           57   1.1376375e+10      77.7153397
         200  0.120          321           66   1.0614738e+10      77.7328644
        1000  0.100          255           44   1.2904457e+10      77.7638092
         200  0.120         1015           63   1.2596753e+10      77.8198547
        5000  0.130          127           69   8.7821732e+09      77.8298950
        2000  0.130          160           65   1.0170689e+10      77.8596268
         100  0.130           80           62   7.7891005e+09      77.8767166
        1000  0.120          160           63   9.4346025e+09      77.8921738
         500  0.100          404           48   1.3582476e+10      77.8951035
         200  0.120         2500           63   1.2673412e+10      77.8968887
